currency,iso3,year,xr,iso2,cpi,cpi_us,s_it,p_i,p_us,q,ln_xr
CHF,CHE,2005,1.246551,CH,95.7098093179336,89.5605323721102,-0.22038053770526783,4.56132079391593,4.494914736019611,-0.28678659560158604,0.22038053770526783
CHF,CHE,2006,1.253639,CH,96.7238636326361,92.4497050827274,-0.22605052197779757,4.571860152082682,4.526664767808872,-0.2712459062516075,0.22605052197779757
CHF,CHE,2007,1.200066,CH,97.4322214313128,95.0869923788515,-0.18237655528151014,4.57915697145766,4.554792181845666,-0.20674134489350493,0.18237655528151014
CHF,CHE,2008,1.083274,CH,99.7959672366682,98.7374773853445,-0.07998793694287817,4.603127774050757,4.592464584452349,-0.09065112654128527,0.07998793694287817
CHF,CHE,2009,1.085405,CH,99.3164656408171,98.3864199710624,-0.08195318923320342,4.598311374433054,4.5889027861100065,-0.09136177755625141,0.08195318923320342
CHF,CHE,2010,1.042589,CH,100.0,100.0,-0.041707042749500926,4.605170185988092,4.605170185988092,-0.041707042749500545,0.041707042749500926
CHF,CHE,2011,0.886766,CH,100.231349207651,103.156841568622,0.12017414207421417,4.607481006062118,4.636250563722241,0.1489436997343372,-0.12017414207421417
CHF,CHE,2012,0.938684,CH,99.5371949759393,105.291504532867,0.06327638463371565,4.600531393165348,4.65673273718501,0.11947772865337658,-0.06327638463371565
CHF,CHE,2013,0.927282,CH,99.3208776033039,106.833848874866,0.07549755255814476,4.598355796719574,4.671274813342744,0.14841656918131463,-0.07549755255814476
CHF,CHE,2014,0.915544,CH,99.3077647259499,108.566932118964,0.08823685485371235,4.598223762615938,4.687366868673699,0.17737996091147323,-0.08823685485371235
CHF,CHE,2015,0.96285,CH,98.1717745930006,108.695721960694,0.03785764255624022,4.586718746275291,4.688552436965321,0.1396913332462706,-0.03785764255624022
CHF,CHE,2016,0.985258,CH,97.7451017375588,110.06700893427,0.014851743173432432,4.582363087508222,4.7010893524521205,0.13357800811733078,-0.014851743173432432
CHF,CHE,2017,0.98465,CH,98.2668532046593,112.411557302308,0.015469030903931702,4.587686769928777,4.722166755147941,0.1499490161230952,-0.015469030903931702
CHF,CHE,2018,0.97856,CH,99.186960600683,115.157303224791,0.021673175681494277,4.5970065600934715,4.746299047831631,0.17096566341965325,-0.021673175681494277
CHF,CHE,2019,0.993719,CH,99.5468963730061,117.244195476228,0.006300808468721986,4.600628853459727,4.764258900567713,0.16993085557670717,-0.006300808468721986
CHF,CHE,2020,0.938402,CH,98.824310405343,118.690501577198,0.06357685035784505,4.59334363122107,4.776519278002681,0.24675249713945568,-0.06357685035784505
CHF,CHE,2021,0.914318,CH,99.3992842451936,124.266413825838,0.08957684681315882,4.599144912884023,4.822427759477936,0.31285969340707176,-0.08957684681315882
CHF,CHE,2022,0.95513,CH,102.21728177187,134.21120616846,0.04590782211121268,4.627100761046335,4.899414724542119,0.31822178560699665,-0.04590782211121268
CHF,CHE,2023,0.898971,CH,104.400030506506,139.73579356326,0.1065045030953355,4.648229967656407,4.939753450791028,0.3980279862299563,-0.1065045030953355
CHF,CHE,2024,0.880333,CH,105.509114228825,143.857336014608,0.12745503399763902,4.658797339979201,4.96882208636568,0.43747978038411794,-0.12745503399763902
GBP,GBR,1970,0.417412,GB,9.33470270020344,17.8051000777325,0.8736815353512386,2.233738928624019,2.8794849374796003,1.51942754420682,-0.8736815353512386
GBP,GBR,1971,0.409233,GB,10.2163501941927,18.5694314826577,0.8934706029950215,2.3239893971357475,2.9215167600687066,1.4909979659279804,-0.8934706029950215
GBP,GBR,1972,0.400145,GB,10.9387583687812,19.1770749495732,0.9159282975614061,2.3923122959258856,2.9537155525891694,1.47733155422469,-0.9159282975614061
GBP,GBR,1973,0.408142,GB,11.9446902163862,20.3617886272073,0.8961401259138877,2.4802868462753986,3.0136600378830294,1.4295133175215184,-0.8961401259138877
GBP,GBR,1974,0.427558,GB,13.8610976511929,22.612744614712,0.8496653272933855,2.6290861862387134,3.1185136683394976,1.3390928093941699,-0.8496653272933855
GBP,GBR,1975,0.452689,GB,17.2164934344368,24.6802610650347,0.7925499234879705,2.84586784495554,3.2060037769810257,1.152685855513456,-0.7925499234879705
GBP,GBR,1976,0.556478,GB,20.0674625485482,26.0980958211709,0.5861276418422288,2.999099724747938,3.2618623546238927,0.8488902717181834,-0.5861276418422288
GBP,GBR,1977,0.573135,GB,23.2462021453671,27.7949115401048,0.5566339879229716,3.1461417701041707,3.3248529658173425,0.7353451836361433,-0.5566339879229716
GBP,GBR,1978,0.521504,GB,25.1670686147587,29.9159311887723,0.6510383343885588,3.225536338906693,3.3983911541787712,0.8238931496606376,-0.6510383343885588
GBP,GBR,1979,0.471974,GB,28.5448113556501,33.2828110274678,0.7508313796595647,3.3514751807291234,3.505041078355544,0.9043972772859852,-0.7508313796595647
GBP,GBR,1980,0.429924,GB,33.673150545589,37.7923663165264,0.8441468301016698,3.516700800093027,3.632107132932793,0.9595531629414356,-0.8441468301016698
GBP,GBR,1981,0.498553,GB,37.6723848714629,41.6980997956942,0.6960453762748331,3.628927329268948,3.7304555593179023,0.7975736063237875,-0.6960453762748331
GBP,GBR,1982,0.57315,GB,40.911781949325,44.254788345169,0.5566078164211183,3.711418088786021,3.78996357678979,0.6351533044248874,-0.5566078164211183
GBP,GBR,1983,0.660067,GB,42.7975300536342,45.6764447583299,0.41541393396246507,3.7564803918952827,3.821582733035403,0.4805162751025853,-0.41541393396246507
GBP,GBR,1984,0.751418,GB,44.9205918254115,47.6407764689877,0.28579319084572086,3.8048963048816593,3.863689043031601,0.34458592899566254,-0.28579319084572086
GBP,GBR,1985,0.77833,GB,47.6478980950619,49.3299488738723,0.25060468021166593,3.863838517795943,3.898531378834656,0.2852975412503791,-0.25060468021166593
GBP,GBR,1986,0.682393,GB,49.2810819308304,50.2662548449057,0.38214954077052776,3.8975402737494895,3.9173339741315827,0.40194324115262114,-0.38214954077052776
GBP,GBR,1987,0.611506,GB,51.325715738857,52.1082935307754,0.491830511965189,3.938191908036346,3.9533241209424923,0.5069627248713355,-0.491830511965189
GBP,GBR,1988,0.562707,GB,53.4584797484742,54.2331348364675,0.5749962125989545,3.978905273128617,3.9932920654973416,0.5893830049676789,-0.5749962125989545
GBP,GBR,1989,0.611637,GB,56.5378213427039,56.8509698983363,0.49161630970020304,4.034909818496921,4.040433280707765,0.49713977191104686,-0.49161630970020304
GBP,GBR,1990,0.562614,GB,61.0967264656926,59.919760489111,0.5751614987710099,4.112458288076026,4.093006342023255,0.5557095527182385,-0.5751614987710099
GBP,GBR,1991,0.567661,GB,65.6556315886813,62.4573407534626,0.566230869421411,4.184423379075548,4.134483775755862,0.5162912661017254,-0.566230869421411
GBP,GBR,1992,0.569811,GB,68.6702422785278,64.3490609806525,0.5624505520853637,4.229315950783166,4.164322341560413,0.4974569428626108,-0.5624505520853637
GBP,GBR,1993,0.666359,GB,70.4272239689291,66.2484245218916,0.4059267146320644,4.2545798925173415,4.193411683781927,0.34475850589665047,-0.4059267146320644
GBP,GBR,1994,0.653016,GB,71.9900129461809,67.9758134970225,0.42615364770879194,4.27652740031424,4.219151958038281,0.36877820543283235,-0.42615364770879194
GBP,GBR,1995,0.633763,GB,73.9319400776771,69.8828203523109,0.45608021146661637,4.303144941314196,4.246819844387176,0.39975511453959633,-0.45608021146661637
GBP,GBR,1996,0.64089,GB,76.0403181061587,71.9312285175105,0.44489744365188433,4.331263701017037,4.275710503081537,0.3893442457163845,-0.44489744365188433
GBP,GBR,1997,0.610608,GB,77.7140743480673,73.6127576083459,0.4933000969001722,4.353036378011032,4.298818347783613,0.4390820666727535,-0.4933000969001722
GBP,GBR,1998,0.603556,GB,79.1289069724431,74.755433058709,0.5049164507030705,4.3710782564641955,4.3142218926891625,0.4480600869280371,-0.5049164507030705
GBP,GBR,1999,0.618281,GB,80.5159977806547,76.391102265249,0.48081223230914805,4.388455894874757,4.335866226893451,0.4282225643278421,-0.48081223230914805
GBP,GBR,2000,0.661358,GB,81.4684668022933,78.9707207568715,0.4134599821138994,4.400216034976366,4.36907716043848,0.3823211075760131,-0.4134599821138994
GBP,GBR,2001,0.694657,GB,82.7168485296837,81.2025684592531,0.36433708042083635,4.4154233119889605,4.396946877938964,0.3458606463708396,-0.36433708042083635
GBP,GBR,2002,0.666542,GB,83.9744775291289,82.490466876552,0.4056521255948445,4.43051291373597,4.412682733652381,0.3878219455112557,-0.4056521255948445
GBP,GBR,2003,0.612482,GB,85.1303865359719,84.3630788186188,0.4902357247501856,4.444184040423328,4.435129851134964,0.48118153546182185,-0.4902357247501856
GBP,GBR,2004,0.545951,GB,86.3140373589791,86.6216781201727,0.6052260508541726,4.457992242555902,4.461550108955697,0.6087839172539669,-0.6052260508541726
GBP,GBR,2005,0.550368,GB,88.1172554096541,89.5605323721102,0.5971681335880552,4.478668375394329,4.494914736019611,0.6134144942133375,-0.5971681335880552
GBP,GBR,2006,0.543553,GB,90.2811170704642,92.4497050827274,0.6096280610759027,4.502928325271813,4.526664767808872,0.6333645036129614,-0.6096280610759027
GBP,GBR,2007,0.499667,GB,92.4357314592195,95.0869923788515,0.693813402436464,4.526513608000984,4.554792181845666,0.7220919762811455,-0.693813402436464
GBP,GBR,2008,0.545067,GB,95.6907712224893,98.7374773853445,0.6068465560950602,4.561121859352061,4.592464584452349,0.6381892811953493,-0.6068465560950602
GBP,GBR,2009,0.640636,GB,97.5679674496024,98.3864199710624,0.4452938460710721,4.580549237188234,4.5889027861100065,0.4536473949928448,-0.4452938460710721
GBP,GBR,2010,0.647789,GB,100.0,100.0,0.4341902529386317,4.605170185988092,4.605170185988092,0.4341902529386319,-0.4341902529386317
GBP,GBR,2011,0.623842,GB,103.856112446828,103.156841568622,0.47185814780274526,4.643006407009175,4.636250563722241,0.4651023045158107,-0.47185814780274526
GBP,GBR,2012,0.631273,GB,106.528574070649,105.291504532867,0.4600168634127651,4.668413250296022,4.65673273718501,0.44833635030175234,-0.4600168634127651
GBP,GBR,2013,0.639738,GB,108.969853893102,106.833848874866,0.44669656144524056,4.691071274188611,4.671274813342744,0.4269001005993731,-0.44669656144524056
GBP,GBR,2014,0.607358,GB,110.551137414463,108.566932118964,0.49863687594598727,4.705478195938569,4.687366868673699,0.4805255486811175,-0.49863687594598727
GBP,GBR,2015,0.654322,GB,110.958017384871,108.695721960694,0.42415569395170255,4.709151908010526,4.688552436965321,0.40355622290649773,-0.42415569395170255
GBP,GBR,2016,0.740907,GB,112.076937303495,110.06700893427,0.2998801676354709,4.719185575669442,4.7010893524521205,0.2817839444181489,-0.2998801676354709
GBP,GBR,2017,0.776964,GB,114.943591640466,112.411557302308,0.2523612617341841,4.744441500550898,4.722166755147941,0.23008651633122756,-0.2523612617341841
GBP,GBR,2018,0.749947,GB,117.579064176068,115.157303224791,0.28775274161545406,4.767110993902361,4.746299047831631,0.2669407955447234,-0.28775274161545406
GBP,GBR,2019,0.784206,GB,119.622711300166,117.244195476228,0.24308353804376456,4.784342717303081,4.764258900567713,0.22299972130839674,-0.24308353804376456
GBP,GBR,2020,0.77964,GB,120.806362123174,118.690501577198,0.24892300430169714,4.794188950696445,4.776519278002681,0.23125333160793282,-0.24892300430169714
GBP,GBR,2021,0.727024,GB,123.848714629184,124.266413825838,0.31879578961387195,4.81906077743326,4.822427759477936,0.32216277165854734,-0.31879578961387195
GBP,GBR,2022,0.812127,GB,133.660070279268,134.21120616846,0.20809854710939354,4.895299787889071,4.899414724542119,0.21221348376244187,-0.20809854710939354
GBP,GBR,2023,0.804628,GB,142.740891437026,139.73579356326,0.21737522017137997,4.96103103870365,4.939753450791028,0.1960976322587582,-0.21737522017137997
GBP,GBR,2024,0.782333,GB,147.410763824672,143.857336014608,0.24547479787515558,4.99322300167979,4.96882208636568,0.2210738825610461,-0.24547479787515558
JPY,JPN,1970,358.069122,JP,32.6712854640853,17.8051000777325,-5.880726045975791,3.486496571765303,2.8794849374796003,-6.487737680261494,5.880726045975791
JPY,JPN,1971,347.78569,JP,34.760728139114,18.5694314826577,-5.851586456737906,3.5484882477932707,2.9215167600687066,-6.47855794446247,5.851586456737906
JPY,JPN,1972,303.12498,JP,36.4443699640338,19.1770749495732,-5.714145195712364,3.5957869873760315,2.9537155525891694,-6.356216630499226,5.714145195712364
JPY,JPN,1973,271.30548,JP,40.6750596779349,20.3617886272073,-5.6032454185025395,3.705615120293574,3.0136600378830294,-6.295200500913085,5.6032454185025395
JPY,JPN,1974,291.8446,JP,50.1207220187673,22.612744614712,-5.67622146882315,3.9144345357255275,3.1185136683394976,-6.4721423362091794,5.67622146882315
JPY,JPN,1975,296.595798,JP,56.0005173150257,24.6802610650347,-5.692370262374885,4.025360928460797,3.2060037769810257,-6.511727413854656,5.692370262374885
JPY,JPN,1976,296.149676,JP,61.2500261845194,26.0980958211709,-5.690864988682193,4.114964276927102,3.2618623546238927,-6.543966910985403,5.690864988682193
JPY,JPN,1977,268.266736,JP,66.2491472954352,27.7949115401048,-5.591981769126636,4.1934225937712,3.3248529658173425,-6.4605513970804935,5.591981769126636
JPY,JPN,1978,210.258974,JP,69.0379488823536,29.9159311887723,-5.348339980462993,4.234656337213825,3.3983911541787712,-6.184605163498047,5.348339980462993
JPY,JPN,1979,218.950438,JP,71.5936308319755,33.2828110274678,-5.388845393702132,4.271006115149205,3.505041078355544,-6.154810430495793,5.388845393702132
JPY,JPN,1980,226.229566,JP,77.1625999451719,37.7923663165264,-5.421550262479198,4.345914882974927,3.632107132932793,-6.135358012521332,5.421550262479198
JPY,JPN,1981,220.508576,JP,80.9529525664017,41.6980997956942,-5.3959365875546075,4.393868153410329,3.7304555593179023,-6.059349181647034,5.3959365875546075
JPY,JPN,1982,249.185749,JP,83.1719061510396,44.254788345169,-5.518198598279665,4.420909624351158,3.78996357678979,-6.149144645841034,5.518198598279665
JPY,JPN,1983,237.479687,JP,84.751939248272,45.6764447583299,-5.470082091395879,4.439728627984281,3.821582733035403,-6.088227986344757,5.470082091395879
JPY,JPN,1984,237.544355,JP,86.6687007104884,47.6407764689877,-5.470354363932348,4.462092811808413,3.863689043031601,-6.06875813270916,5.470354363932348
JPY,JPN,1985,238.261042,JP,88.4300490811738,49.3299488738723,-5.473366887735278,4.48221183361603,3.898531378834656,-6.057047342516652,5.473366887735278
JPY,JPN,1986,168.281964,JP,88.9567267802513,50.2662548449057,-5.125640929678697,4.488150035538602,3.9173339741315827,-5.696456991085717,5.125640929678697
JPY,JPN,1987,144.597353,JP,89.0689695685793,52.1082935307754,-4.973953003886297,4.48941100859477,3.9533241209424923,-5.510039891538575,4.973953003886297
JPY,JPN,1988,128.215287,JP,89.6733538134223,54.2331348364675,-4.853710780747379,4.496173665997799,3.9932920654973416,-5.356592381247836,4.853710780747379
JPY,JPN,1989,138.012471,JP,91.7109921246073,56.8509698983363,-4.927344050639339,4.518642242575878,4.040433280707765,-5.405553012507452,4.927344050639339
JPY,JPN,1990,144.657381,JP,94.5343299540883,59.919760489111,-4.9743680567363,4.54896304846696,4.093006342023255,-5.430324763180005,4.9743680567363
JPY,JPN,1991,134.513793,JP,97.608055542147,62.4573407534626,-4.901666743969857,4.580960026305604,4.134483775755862,-5.348142994519599,4.901666743969857
JPY,JPN,1992,126.598433,JP,99.3262336096294,64.3490609806525,-4.841020132066332,4.598409721554363,4.164322341560413,-5.275107512060282,4.841020132066332
JPY,JPN,1993,111.058241,JP,100.560904281237,66.2484245218916,-4.710054757402423,4.610763556696185,4.193411683781927,-5.12740663031668,4.710054757402423
JPY,JPN,1994,102.148704,JP,101.260263193127,67.9758134970225,-4.626429633958478,4.617694065719967,4.219151958038281,-5.024971741640164,4.626429633958478
JPY,JPN,1995,94.151148,JP,101.130752283518,69.8828203523109,-4.544901448337374,4.616414256663411,4.246819844387176,-4.914495860613609,4.544901448337374
JPY,JPN,1996,108.767353,JP,101.268897253768,71.9312285175105,-4.6892112250552955,4.617779328115043,4.275710503081537,-5.031280050088801,4.6892112250552955
JPY,JPN,1997,120.88296,JP,103.038879685094,73.6127576083459,-4.7948228047593195,4.635106389675566,4.298818347783613,-5.131110846651272,4.7948228047593195
JPY,JPN,1998,130.777878,JP,103.720970475702,74.755433058709,-4.873500296278904,4.641704317314908,4.3142218926891625,-5.2009827209046495,4.873500296278904
JPY,JPN,1999,113.766803,JP,103.366973989437,76.391102265249,-4.734150765603048,4.638285510566124,4.335866226893451,-5.0365700492757215,4.734150765603048
JPY,JPN,2000,107.74558,JP,102.667615077547,78.9707207568715,-4.679772707260807,4.631496732031112,4.36907716043848,-4.9421922788534385,4.679772707260807
JPY,JPN,2001,121.408906,JP,101.907817741173,81.2025684592531,-4.799164236725401,4.624068657022603,4.396946877938964,-5.02628601580904,4.799164236725401
JPY,JPN,2002,125.137925,JP,100.966705131346,82.490466876552,-4.829416529003944,4.61479081032915,4.412682733652381,-5.031524605680713,4.829416529003944
JPY,JPN,2003,115.928893,JP,100.707683312128,84.3630788186188,-4.752977011771025,4.612222095841977,4.435129851134964,-4.9300692564780375,4.752977011771025
JPY,JPN,2004,108.158347,JP,100.699049251487,86.6216781201727,-4.6835963292636675,4.612136358284584,4.461550108955697,-4.8341825785925545,4.6835963292636675
JPY,JPN,2005,110.181384,JP,100.414125250347,89.5605323721102,-4.702127953229065,4.609302887106247,4.494914736019611,-4.816516104315701,4.702127953229065
JPY,JPN,2006,116.306952,JP,100.664513008925,92.4497050827274,-4.756232834178319,4.61179333452683,4.526664767808872,-4.841361400896277,4.756232834178319
JPY,JPN,2007,117.774224,JP,100.724951433409,95.0869923788515,-4.768769435729756,4.612393548907119,4.554792181845666,-4.826370802791209,4.768769435729756
JPY,JPN,2008,103.443632,JP,102.115035196548,98.7374773853445,-4.6390268459894894,4.626099973844653,4.592464584452349,-4.672662235381793,4.6390268459894894
JPY,JPN,2009,93.542562,JP,100.73358549405,98.3864199710624,-4.538416541274808,4.612479264417397,4.5889027861100065,-4.561993019582198,4.538416541274808
JPY,JPN,2010,87.707535,JP,100.0,100.0,-4.474007813589344,4.605170185988092,4.605170185988092,-4.474007813589344,4.474007813589344
JPY,JPN,2011,79.701694,JP,99.7275443838987,103.156841568622,-4.378290840275436,4.602441911468488,4.636250563722241,-4.344482188021683,4.378290840275436
JPY,JPN,2012,79.75303,JP,99.6835999296889,105.291504532867,-4.378934734673618,4.602001169251472,4.65673273718501,-4.32420316674008,4.378934734673618
JPY,JPN,2013,97.617765,JP,100.017577781684,106.833848874866,-4.581059495298323,4.605345948357821,4.671274813342744,-4.515130630313401,4.581059495298323
JPY,JPN,2014,105.81779,JP,102.777289506064,108.566932118964,-4.661718652737017,4.632564409413111,4.687366868673699,-4.606916193476429,4.661718652737017
JPY,JPN,2015,121.079599,JP,103.594656354368,108.695721960694,-4.796448172288106,4.640485748904068,4.688552436965321,-4.748381484226853,4.796448172288106
JPY,JPN,2016,108.654779,JP,103.462822991738,110.06700893427,-4.68817569100893,4.639212350030857,4.7010893524521205,-4.626298688587667,4.68817569100893
JPY,JPN,2017,112.194306,JP,103.963789769731,112.411557302308,-4.720232243137738,4.644042663223235,4.722166755147941,-4.642108151213032,4.720232243137738
JPY,JPN,2018,110.473675,JP,104.992089998242,115.157303224791,-4.704777257281155,4.653885013969748,4.746299047831631,-4.612363223419272,4.704777257281155
JPY,JPN,2019,108.977442,JP,105.484267885393,117.244195476228,-4.691140906682743,4.658561822226958,4.764258900567713,-4.5854438283419885,4.691140906682743
JPY,JPN,2020,106.74129,JP,105.457901212867,118.690501577198,-4.67040805627403,4.658311832641888,4.776519278002681,-4.552200610913237,4.67040805627403
JPY,JPN,2021,109.870103,JP,105.211812269292,124.266413825838,-4.699298786183907,4.6559755779288725,4.822427759477936,-4.532846604634844,4.699298786183907
JPY,JPN,2022,131.550161,JP,107.839690631042,134.21120616846,-4.879388231354804,4.680645778382453,4.899414724542119,-4.660619285195138,4.879388231354804
JPY,JPN,2023,140.588412,JP,111.364035858675,139.73579356326,-4.945836557772316,4.71280443747641,4.939753450791028,-4.718887544457698,4.945836557772316
JPY,JPN,2024,151.431028,JP,114.41378098084,143.857336014608,-5.020130260560723,4.739821534809829,4.96882208636568,-4.791129709004872,5.020130260560723
NOK,NOR,1970,7.143527,NO,13.9633064881006,17.8051000777325,-1.9662066319757634,2.636432923737107,2.8794849374796003,-1.72315461823327,1.9662066319757634
NOK,NOR,1971,7.022161,NO,14.8323635870057,18.5694314826577,-1.949071005424157,2.6968115222100515,2.9215167600687066,-1.7243657675655018,1.949071005424157
NOK,NOR,1972,6.58754,NO,15.9089611799837,19.1770749495732,-1.8851799859553073,2.7668825466908715,2.9537155525891694,-1.6983469800570095,1.8851799859553073
NOK,NOR,1973,5.753465,NO,17.0893222332821,20.3617886272073,-1.7498022820092016,2.8384538376682884,3.0136600378830294,-1.5745960817944606,1.7498022820092016
NOK,NOR,1974,5.524872,NO,18.6977296172292,22.612744614712,-1.7092600797146333,2.9284021056462897,3.1185136683394976,-1.5191485170214254,1.7092600797146333
NOK,NOR,1975,5.228685,NO,20.8833490181884,24.6802610650347,-1.6541598124275783,3.03895214374416,3.2060037769810257,-1.4871081791907124,1.6541598124275783
NOK,NOR,1976,5.453785,NO,22.796571351009,26.0980958211709,-1.6963098630376565,3.1266101453105777,3.2618623546238927,-1.5610576537243415,1.6963098630376565
NOK,NOR,1977,5.324124,NO,24.871934666546,27.7949115401048,-1.6722481910204676,3.2137400459656917,3.3248529658173425,-1.561135271168817,1.6722481910204676
NOK,NOR,1978,5.241372,NO,26.9019002805176,29.9159311887723,-1.6565832961219877,3.2921969265111604,3.3983911541787712,-1.5503890684543769,1.6565832961219877
NOK,NOR,1979,5.063011,NO,28.1151027056375,33.2828110274678,-1.621961365610338,3.3363068947923566,3.505041078355544,-1.4532271820471505,1.621961365610338
NOK,NOR,1980,4.934362,NO,31.1736494434893,37.7923663165264,-1.596223383879552,3.439573168847069,3.632107132932793,-1.403689419793828,1.596223383879552
NOK,NOR,1981,5.741941,NO,35.4266582209755,41.6980997956942,-1.7477973064806347,3.567464593824213,3.7304555593179023,-1.5848063409869455,1.7477973064806347
NOK,NOR,1982,6.464764,NO,39.4443941724731,44.254788345169,-1.8663665073038507,3.6748919376377023,3.78996357678979,-1.751294868151763,1.8663665073038507
NOK,NOR,1983,7.300693,NO,42.783458510542,45.6764447583299,-1.9879692751554845,3.7561515444852422,3.821582733035403,-1.9225380866053239,1.9879692751554845
NOK,NOR,1984,8.161277,NO,45.4438512351823,47.6407764689877,-2.0994006518299746,3.816477525116839,3.863689043031601,-2.0521891339152125,2.0994006518299746
NOK,NOR,1985,8.585718,NO,48.0409012759026,49.3299488738723,-2.150100125098068,3.87205275798298,3.898531378834656,-2.123621504246392,2.150100125098068
NOK,NOR,1986,7.395523,NO,51.4885530721202,50.2662548449057,-2.0008748171237754,3.941359512519686,3.9173339741315827,-2.0249003555118787,2.0008748171237754
